id,title,organization,description,eligibility,funding_amount,deadline,category,location,source,source_url,opportunity_number,opportunity_type,posted_date,document_urls,scraped_at,created_at
b9c1c837-eefb-42b9-983d-965fcb48e25e,OPD Contract Attorney,State of Montana,Type: RFP/RFQ; Status: Awarded; Contact: Emily Copeland (Emily.Copeland@mt.gov),"Required to View Event 
Prerequisites
  Required to Enter Bid 
 1.Please review the attached document.  Should you be approved as an OPD contractor, this document will 
become your MOU.
 2.Please review the documents linked below.",,2099-09-13 00:00:00,General,Montana,Montana eMACS,https://app01.jaggaer.com/apps/Router/ViewSourcingEvent?AuthToken=1%3AAES2%23CMtWBKut3jMrBJh5AOJF%2FZMVThrkHu9g1vdGMNIqiJb4WKs%2BUEsazzMFnJYV26Efk0wZ0HegohCpTlxyoQJyql19g6FygXDfxI7T13HrV045KE4mKzFlmPyuulUF3znyvYx1p63F6AgzZtYRnL%2FpQTIZiu0QnijCbg%3D%3D&tmstmp=1777194693293,OPD-RFP/RFQ-2019-0010,rfp,2018-09-13 00:00:00,https://solutions-selectsite-documents.s3.amazonaws.com/Sourcingevent/651685-event.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEOH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCW%2BTLxWOi3VaXl1ILwHOSTLT7eL0pDA0iit4IUd5BDigIhAORRGiCHvFcG4KV%2FRz34hHC92D3yB%2BVPJuBaPPAMbQq7KsEFCKn%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQABoMMjgwMjYyNzQ0NjI4IgwwCDC5ZJxDbGFATKkqlQXG%2BxQc4X4IuVJxaRncoHX9mfDU74uZwnMoN6Kl%2Bz%2Fv3mV2OCE6S157sJwyWfQoLJMQ3gItSktj3tuLXKh5OHFA6UfNow1jZJeZqrl8b%2FDzlH10UXdWI706%2Fe9SA5Md1%2BS9mJ0o6KwNdln6N0kLdO0VpwPNysDB0gasJrBIpJmfkepglMlXcpC%2FXgRqA9Asqlt%2BsiS9mfWnzkkxsBUFusJUGKPDSLaUK52cdE5BpjdlNk7X%2B%2FimFQ9F6d%2BQ3mpZIBYno9c4KOLc7u8qIYibk4hb6g7G2Q7ijQ6bK%2FrgNsmB3uK6SlyM8UPLFuWeOQ7ZIENz5Z5pyZYLcUBxpKKtS0nyBF4CPcMfiTA02eO8fw8Hz8iszSXKlMJKRiy501%2Bvz5hGkKxXRIBCuSUqW43tzbEZhZWj13kNn1tr5CdmuQuq0pKuI%2B2HOewz7IgWMVOyS3ZdXDSCdBixXC5EbUPi2zJFL76WlChPpvTdgIFexUdWXhmpnfx4w%2Bjqh%2FsbpYdYjF85gIJ%2BosNrAVwPRy%2BegMel6f09um96QNLJG89VIx90Zu4E%2BItubXU3PHcvt4F0o4FrKoCzhJG5uSOeW0ER1ihcnI6uijIz9aW6xi6g1ikGqwTiEDDt9ejZofH5Tw34X%2BzCTAOTGk0goncvbJ1idXxfQ6Y7Rv3%2FJHXE4TiIwG1oHDQz4THR32ohqIl%2BHmbYSk%2FrK8hq%2B0yZ5Is0l1PJxeCRvMqVrUvDYTisrZcbZXCL4%2BqlopHU4Z0eVxKLENyeZNqAUtaX2NO9zJLO7O3NjmlPukCwj3aMEigQhVZrdLoAuG6Bbv9yR0rsYds5nw8cYQt0o1yuaEAdfKboA9K8f5OB67OzPsTHpbcPFjHQvGCnCCNYB61WMIWUt88GOrAB0r157EWIpLNyaOx2esw8eTz5mrRKFLK9EVMz1%2Bf8Zh6ZNR6zt8UARA%2B8EFcB3%2BFicJ2OTSEMDtpaBjimWTIX5jTKzzavbAry9bx6Djqn4l7ksALh82SL8Xe4guFbsr3YYBnQsHOn8hKoFc7P%2BZAIS968a2A%2B%2F5RF0xc10iD%2FmbAawWtio5MoqWSKPjqAFKeYQxfa%2BEJIO%2FwvA7%2FcMj%2FcbsuSAMLum610tyR1cqkvkUA%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260426T091133Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Credential=ASIAUCQHWDI2L5DTEYSZ%2F20260426%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=c0008664dd1371b0eb739f686e0e1c7e1ff6d34600319e98004e909284be8e1c https://spb.mt.gov/_docs/eMACSResources/Vendor_Registration_Handbook.pdf,2026-04-26 09:15:56.005127,2026-04-26 09:15:56.005127
bbadfd78-f23f-4a46-85f8-b26a21929bc6,"5 Renovation of Buildings and 3 Prefabricated buildings for Arctic Village, Grayling, Rampart, Venetie, Alatna, Beaver, Eagle, Kaltag, and Tetlin",Alaska DCRA - DENA NENA HENASH,Recipient: DENA NENA HENASH; Type: ELEA; Status: Closed; Administrator: Matt Ford,"Eligible Local Entity Award — local governments, boroughs, and tribal entities in Alaska","$685,075.85",2025-08-31 08:00:00,Infrastructure,Alaska - Grayling,Alaska DCRA Grants,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=19ELEA13,19ELEA13,grant,2023-10-01 08:00:00,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=19ELEA13,2026-04-26 08:15:57.032726,2026-04-26 08:15:03.475677
bcd9d448-710d-4844-b173-dffb07385601,SETT-24029 Recovery Residences,Off of Addict Srvcs & Supports,"The Office of Addiction Services and Supports (OASAS) is accepting funding applications on a first come, first serve basis from Recovery Residences which have been approved for contingent certification and are seeking award funds to enhance their operations as newly certified programs. Certified Recovery Residences will serve those in recovery seeking a non-clinical, supportive residential environment.**The Application Due (Date / Time) has been extended to January 31, 2026, at 4:00PM EST.**; Contact: Nicole Prunty (OASAS.SM.GRANTS@OASAS.NY.GOV); Service Areas: Health Services, Housing and Shelter Services; Contract Length: 18 Month(s); Questions Due: Thursday, July 30, 2026; Bidder's Conference: February 6th, 2025, at 12:00 PM. Please see link to application below.; Status: Advertised Only - Not in SFS",Not-For-Profit,"$5,000,000.000",2026-07-31 16:00:00,Healthcare,New York,NY Grants Gateway,https://oasas.ny.gov/request-applications-sett-24029,EVT0000003,grant,2025-01-31 11:00:00,https://oasas.ny.gov/request-applications-sett-24029,2026-04-26 09:35:20.182416,2026-04-26 09:35:20.182416
bd16dad0-53cd-4062-bce7-3f9c8b39e64f,23Whm Deer Fence Install North Central A,Pennsylvania Game Commission,"The Pennsylvania Game Commission, Bureau of Wildlife Habitat Management, Forestry Division, requires woven wire deer exclosure fence installation.
Services shall include, but not be limited to, the furnishing of all labor, superintendence, material, tools and equipment for the installation of woven wire deer exclosure fence as per attached Installation Specifications.
Any questions concerning the technical aspects of this bid, including order of fence construction should be directed to the Chief Forester or Forest Program Specialist, as identified below.
Questions concerning the Request for Quote, the Purchase Order(s) or bidding procedures should be directed to the PGC Procurement Division at 717-787-6594.
Paul S. Weiss                                                  Aaron Tyson
Chief, Forestry Division                                   Forest Program Specialist (Operations)
Pennsylvania Game Commission                   Pennsylvania Game Commission
Bureau of Wildlife Habitat Management         Bureau of Wildlife Habitat Managment
2001 Elmerton Avenue	                               197 Nursery Road
Harrisburg, PA 17110-9797	                       Howard, PA  16841
717-787-2039	29613	                               570-317-6185
Fax 717-787-6957
Approximately 29,613 linear feet of perimeter on several blocks of State Game Lands as identified on the attached maps.
Counties Involved: Lycoming, Tioga
Contractor shall comply with Attachment I, Fence Installation Specifications
An optional site inspection tour for each fence location may be conducted by contacting the Regional Forester to make an appointment:
North Central Region
Dan Heggenstaller (Regional Forester)
1566 South Route 44 Highway
P.O. Box 5038
Jersey Shore, PA  17740
Phone: 570-398-4744
Specification package and Maps are attached.
All Quantities Estimated",Open to any vendor registered on the PA Supplier Portal / PA eMarketplace. See solicitation documents for any solicitation-specific qualifications.,,2026-05-12 14:00:00,Infrastructure,Pennsylvania,Pennsylvania eMarketplace,https://www.emarketplace.state.pa.us/Solicitations.aspx?SID=6100065879,6100065879,bid,2026-04-24 00:00:00,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100065879/Solicitation_0.docx&OriginalFileName=FY26 Deer Fence Install North Central A Contract.docx https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100065879/Solicitation_1.pdf&OriginalFileName=FY26 Deer Fence Install North Central A Maps.pdf https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100065879/Solicitation_2.xlsx&OriginalFileName=FY26 Deer Fence Install North Central A.xlsx https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100065879/Solicitation_3.pdf&OriginalFileName=Terms and Conditions.pdf https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100065879/Solicitation_4.docx&OriginalFileName=Worker Protection Form .docx,2026-04-26 09:57:40.60499,2026-04-26 09:57:40.60499
bd640f3d-aa32-4d2c-8399-c87394f0ce77,Development to Support Nursing Facility Transition – 3rd Release,NJ DHS - DDD,Division: DDD; Type: RFP,".  
3. It is expected that person- centered  practices will be utilized from the beginning 
stages of the project through completion. Describe the strategies to utilize person- centered  practices when engaging th e individuals who will live in the 
home.    
4. The bidder’s willingness to support individuals who are leaving nursing facilities or other qualified institutions .   
5. The plan to address  person- centered  support needs , including  applicable 
behavioral and medical  support needs . 
6. The bidder’s plan around how they will include family members , supporters,  and 
those important to residents when planning for , and ultimately delivering,  
services that will be provided both in the setting and in the community.  
7. Description of how the proposed support service s will integrate the following 
principles into service delivery, as evidenced by specific program considerations:  
a. Promotion of wellness and recovery;  
10 | Page  
 b. Trauma -informed care;  
c. Crea","$60,000",,Infrastructure,New Jersey,New Jersey DHS,https://www.nj.gov/humanservices/notices/documents/rfprfi/RFP Development to Support Nursing Facility Transition - 3rd Release.pdf,RFP Development,rfp,,https://www.nj.gov/humanservices/notices/documents/rfprfi/RFP Development to Support Nursing Facility Transition - 3rd Release.pdf https://www.nj.gov/humanservices/notices/documents/rfprfi/Nursing%20Facility TransitionRFPQA.pdf https://www.nj.gov/humanservices/notices/documents/rfprfi/AttachmentEBudget%20Proposal Form.docx,2026-04-26 09:25:16.64005,2026-04-26 09:25:16.64005
bd6cfb32-9a67-4446-8872-0208412f89ec,Flood and Erosion Mitigation for Susceptible Roads,Alaska DCRA - MATANUSKA-SUSITNA BOROUGH,"Recipient: MATANUSKA-SUSITNA BOROUGH; Type: Legislative; Status: Active; Administrator: Tracie McMillan; Remaining: $1,684,933.90 of $2,500,000.00","Legislative grant — eligible Alaska municipalities, nonprofits, and community organizations as designated by the Legislature","$2,500,000.00",2029-06-30 08:00:00,General,Alaska - Matanuska-Susitna Borough,Alaska DCRA Grants,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC035,25DC035,grant,2024-07-01 08:00:00,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC035,2026-04-26 08:16:05.290309,2026-04-26 08:16:05.290309
bdde6492-a6af-41d8-ad04-d70194b663e8,Fuel Tank Depot Building,Alaska DCRA - Ugashik Traditional Village Council,Recipient: Ugashik Traditional Village Council; Type: Legislative; Status: Closed; Administrator: Kasey Bezold; Legislative Bill: SB187,"Legislative grant — eligible Alaska municipalities, nonprofits, and community organizations as designated by the Legislature","$75,000.00",2025-06-10 08:00:00,Infrastructure,Alaska - Ugashik,Alaska DCRA Grants,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC043,25DC043,grant,2024-07-01 08:00:00,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC043,2026-04-26 08:15:15.065976,2026-04-26 08:15:15.065976
c03c8a4c-e142-402b-866a-a2a7b31f92ba,RTAP Grant Program (Rolling),Department of Rail and Public Transportation,"The RTAP program makes scholarships available to reimburse organizations for courses, workshops, seminars, driver roadeos, and conferences with subject matter applicable to public transportation, paratransit, and human services transportation. Eligible applicants are FTA Section 5311 and 5310 recipients, as well as public transit operators in small urbanized areas that have the same training and technical assistance needs as transit providers in nonurbanized areas. Scholarship funds may not be used for lobbying activity. Reimbursement is up to 100% of eligible expenses.

Attachments","Eligible applicants are FTA Section 5311 and 5310 recipients, as well as public transit operators in small urbanized areas that have the same training and technical assistance needs as transit providers in nonurbanized areas.",Reimbursement is up to 100% of eligible expenses.,,General,Virginia,Virginia DRPT Grants,https://grants.drpt.virginia.gov/viewStorefrontOpportunity.do?OIDString=1684773378291|Opportunity,17,grant,2025-11-25 09:22:00,https://grants.drpt.virginia.gov/fileDownload.do?filename=1728995697959_RTAP-Guidelines-2024.pdf,2026-04-26 10:10:33.522462,2026-04-26 10:10:33.522462
c06c9fe2-08bf-4fd9-b37e-810e005e211c,SOI 1234 Dolly Parton's Imagination Library,Off of Children & Family Serv,"This advertisement is public notice that OCFS is seeking to contract with organizations toprovide financial assistance to allow additional organizations to participate in the Dolly Parton's Imagination Library as new Local Program Partners and for established Program Partners to be able to increase their enrolled members in existing coverage areas and/or expand into new areas to provide one (1) high-quality, age-appropriate book per month to children from birth until their 5th birthday, free of charge . Please see the Scope of Work section for additional information.; Contact: Procurement Unit (Funding@ocfs.ny.gov); Contract Length: 12 Month(s); Anticipated Award: Saturday, August 01, 2026; Questions Due: Thursday, March 26, 2026; Status: Advertised Only - Not in SFS",Not-For-Profit,"$1,000,000.000",2026-04-30 16:00:00,General,New York,NY Grants Gateway,https://ocfs.ny.gov/main/contracts/funding/,EVT0000003,grant,2026-03-05 15:02:00,https://ocfs.ny.gov/main/contracts/funding/,2026-04-26 09:29:26.380849,2026-04-26 09:29:26.380849
c094f480-1a43-41d6-bc05-26101b14836e,Business Opportunities Fund (BOF),PA Department of Community & Economic Development,"Installment loans, lines of credit and technical assistance for minority business enterprises, women-owned business enterprises and small businesses.

Uses: Cash flow (working capital) – Including most business operation and expansion expenses; Equipment – includes acquisition, delivery, installation, and renovation of new and used equipment; leasehold improvements; and acquisition of owner-occupied real estate.

When necessary, the participating community development financial institutions (CDFIs) will provide technical assistance to borrowers in procurement, certification as minority or women contractors, bonding and bid preparation.","Any small business may apply, but the program will give priority to small businesses requiring capital and technical assistance in order to compete for governmental and private sector contracts.

This program is open to businesses located in the following counties:

Adams Allegheny Armstrong Beaver Berks Butler Chester Clarion Crawford Cumberland Dauphin Erie Fayette Franklin Greene Indiana Lancaster Lawrence Lebanon Lehigh Mercer Montgomery Northampton Perry Washington Westmoreland York",There are no minimum or maximum loan sizes.,,General,Pennsylvania,Pennsylvania DCED Programs,https://dced.pa.gov/programs/business-opportunities-fund-bof/,business-opportunities-fund-bof,grant,2025-01-14 00:00:00,https://dced.pa.gov/download/pa-business-opportunities-fund-pdf/?wpdmdl=58080,2026-04-26 09:48:45.572195,2026-04-26 09:48:45.572195
c0b28cb1-445e-438d-bf05-468644ebbf67,Alternative and Clean Energy Program (ACE),PA Department of Community & Economic Development,"Uses: Activities to promote the utilization, development and construction of alternative and clean energy projects, infrastructure associated with compressed natural gas and liquefied natural gas fueling stations, plus energy efficiency and energy conservation projects in the state.","Businesses Economic development organizations Political subdivisions; includes municipalities, counties and school districts","$40,000",,Infrastructure,Pennsylvania,Pennsylvania DCED Programs,https://dced.pa.gov/programs/alternative-clean-energy-program-ace/,alternative-clean-energy-program-ace,grant,2023-08-31 00:00:00,https://dced.pa.gov/download/alternative-clean-energy-program-ace-guidelines/?wpdmdl=81859 https://dced.pa.gov/download/alternative-and-clean-energy-program-fact-sheet/?wpdmdl=121596,2026-04-26 09:45:50.763072,2026-04-26 09:45:50.763072
c0ed1b08-cb80-48e9-954b-74bcdce0ecd6,Access Control Systems and Services,"Iowa - Administrative Services, Dept",Contact: Michael Bradbury,,,2026-05-23 00:00:00,General,Iowa,Iowa Bid Opportunities,https://bidopportunities.iowa.gov/Home/BidInfo?bidId=ee03344b-f8ce-4383-83ff-3882bfbd29ea,005-RFB-2636-2026,bid,2026-04-20 00:00:00,,2026-04-26 08:49:30.433789,2026-04-26 08:49:30.433789
c26b5f32-4d67-4a3e-9041-083d7d656c5e,2024 Local Project Funding,Illinois Dept. of Transportation,"Pursuant to PA 103-0589, this program will provide state funding for local transportation priorities. A notice of funding opportunity will be developed to allow solicitation of local transportation initiatives that most align with the intent of the legislation and pursue goals related to enhancing local assets, pursuing complete street initiatives, and improving safety. Projects will be prioritized based on readiness with a focus on project initiation within a two-year time frame. Also eligible are projects seeking phase I support and evaluated against similarly situated projects. Projects in economically disadvantaged areas will be prioritized for funding and evaluated using objective, data-based criteria. This will be a streamlined application process that will be easy for local governments to navigate. Federal Authorization Not Applicable Illinois Statue Authorization PA 103-0589, Art 144, Section 36 Illinois Administrative Rules Authorization n/a Objective Develop a program of transportation projects for local public agencies that is focused on disadvantaged communities. Prime Recipient Yes UGA Program Terms 5 years Eligible Applicants Government Organizations; Applicant Eligibility Local Public Agencies Beneficiary Eligibility n/a Types of Assistance Project Grants Subject / Service Area Public Safety Credentials / Documentation TBD Preapplication Coordination TBD Application Procedures An online application will be provided requesting basic information on the project. T
Agency: DOT (494)","Government Organizations; Applicant Eligibility Local Public Agencies Beneficiary Eligibility n/a Types of Assistance Project Grants Subject / Service Area Public Safety Credentials / Documentation TBD Preapplication Coordination TBD Application Procedures An online application will be provided requesting basic information on the project. That information request will include location of project, scope of project, and cost of project, among other information. Criteria Selecting Proposals Project proposals will be evaluated relative to anticipated benefits for disadvantaged communities, such as improvements in areas with economic, environmental, and mobility challenges, in addition to project need, readiness, and alignment with complete streets planning and safety initiatives. Award Procedures Notice of State Award. Deadlines NOFO anticipated early May; due date anticipated early June; awards announcement anticipated anticipated Summer. Range of Approval or Disapproval Time 3 Months App",,,General,Illinois,Illinois CSFA,https://omb.illinois.gov/PUBLIC/GATA/CSFA/Program.aspx?csfa=3626,494-00-3626,grant,,,2026-04-26 08:43:19.288817,2026-04-26 08:43:19.288817
c2872105-d2cb-4346-80be-dcb9b67f89ff,Power Distribution System Upgrade Phase 3,Alaska DCRA - Port Heiden Utilities,"Recipient: Port Heiden Utilities; Type: Legislative; Status: Active; Administrator: Tracie McMillan; Remaining: $150,000.00 of $150,000.00","Legislative grant — eligible Alaska municipalities, nonprofits, and community organizations as designated by the Legislature","$150,000.00",2029-06-30 08:00:00,General,Alaska - Port Heiden,Alaska DCRA Grants,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC038,25DC038,grant,2024-07-01 08:00:00,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC038,2026-04-26 08:15:45.92842,2026-04-26 08:15:45.92842
